Battery Voltage (V),Coolant Temperature (°C),DG State (),Engine Speed (RPM),Generator Avg Frequency (Hz),Generator Avg L-L Voltage (V),Generator Avg L-N Voltage (V),Generator L1 Apparent Power (kVA),Generator L1-L2 Voltage (V),Generator L1-N Voltage (V),Generator L2 Apparent Power (kVA),Generator L2-L3 Voltage (V),Generator L2-N Voltage (V),Generator L3 Apparent Power (kVA),Generator L3-L1 Voltage (V),Generator L3-N Voltage (V),Generator Total Active Power (kW),Generator Total Apparent Power (kVA),Generator Total Reactive Power (kVAR),Load Avg Current (A),Load L1 Current (A),Load L2 Current (A),Load L3 Current (A),Lube Oil Pressure (Bar),Machine Status (),Mains Avg Frequency (Hz),Mains Avg L-L Voltage (V),Mains Avg L-N Voltage (V),Mains L1-L2 Voltage (V),Mains L1-N Voltage (V),Mains L2-L3 Voltage (V),Mains L2-N Voltage (V),Mains L3-L1 Voltage (V),Mains L3-N Voltage (V),Run Hour (Hr),Maintenance
28.36,79.06,0,1500.12,49.98,415.69,240,199,415.69,240,197,415.69,240,202,415.69,240,474.05,599,355536,823,822,813,834,4.92,1,0,0,0,0,0,0,0,0,0,1266.55,1
28.4,79.22,0,1501,49.9,416.27,240.33,199,415.69,240,197,416.56,240,201,416.56,241,478.17,598,358620.43,829,830,822,835,4.94,1,0,0,0,0,0,0,0,0,0,1266.55,1
28.44,79.39,0,1499.25,49.9,415.69,240,191,415.69,240,189,415.69,240,193,415.69,240,457.54,573,343150.56,794.33,794,786,803,4.96,1,0,0,0,0,0,0,0,0,0,1266.55,1
28.44,79.44,0,1499.5,50.09,415.69,240,198,415.69,240,196,415.69,240,199,415.69,240,481.92,593,361441.44,836.67,836,829,845,4.91,1,0,0,0,0,0,0,0,0,0,1266.55,1
28.44,79.72,0,1501.25,49.98,416.27,240.33,195,415.69,240,192,416.56,240,195,416.56,241,466.83,582,350111.3,809.33,812,803,813,4.91,1,0,0,0,0,0,0,0,0,0,1266.55,1
28.44,79.78,0,1501,50.04,416.85,240.67,204,416.56,241,202,416.56,240,205,417.42,241,484.61,611,363459.83,839,838,831,848,4.93,1,0,0,0,0,0,0,0,0,0,1266.55,1
28.4,79.94,0,1500.38,49.88,415.69,240,207,415.69,240,205,415.69,240,208,415.69,240,498.05,620,373537.44,864.67,866,859,869,4.85,1,0,0,0,0,0,0,0,0,0,1266.55,1
28.4,80,0,1500.75,49.99,415.69,240,200,415.69,240,198,415.69,240,202,415.69,240,485.18,600,363886.56,842.33,841,835,851,4.9,1,0,0,0,0,0,0,0,0,0,1266.55,1
28.4,80.06,0,1499.25,50.1,416.85,240.67,216,416.56,241,214,416.56,240,218,417.42,241,512.34,647,384253.72,887,886,881,894,4.87,1,0,0,0,0,0,0,0,0,0,1266.5,1
28.36,80.11,0,1502.12,50,415.69,240,222,415.69,240,221,415.69,240,226,415.69,240,528.96,669,396718.56,918.33,914,911,930,4.9,1,0,0,0,0,0,0,0,0,0,1266.5,1
28.4,80.11,0,1497.88,49.96,415.69,240,226,415.69,240,225,415.69,240,229,415.69,240,542.98,680,407233.44,942.67,940,937,951,4.91,1,0,0,0,0,0,0,0,0,0,1266.5,1
28.36,80.06,0,1500.75,50.02,415.69,240,224,415.69,240,223,415.69,240,228,415.69,240,543.94,675,407950.56,944.33,939,938,956,4.81,1,0,0,0,0,0,0,0,0,0,1266.5,1
28.4,80.06,0,1498.62,50,416.85,240.67,217,416.56,241,217,416.56,240,220,417.42,241,522.92,654,392194.39,905.33,901,900,915,4.85,1,0,0,0,0,0,0,0,0,0,1266.5,1
28.4,80,0,1498.38,50.12,415.69,240,223,415.69,240,223,415.69,240,228,415.69,240,537.22,675,402913.44,932.67,927,928,943,4.91,1,0,0,0,0,0,0,0,0,0,1266.5,1
28.4,80,0,1501.88,49.97,416.85,240.67,227,416.56,241,227,416.56,240,230,417.42,241,541.02,684,405771.06,936.67,932,932,946,4.91,1,0,0,0,0,0,0,0,0,0,1266.5,1
28.4,80,0,1498.75,50.06,415.69,240,223,415.69,240,223,415.69,240,228,415.69,240,542.78,675,407086.56,942.33,937,937,953,4.84,1,0,0,0,0,0,0,0,0,0,1266.5,1
28.44,80,0,1498.38,49.91,415.69,240,221,415.69,240,221,415.69,240,225,415.69,240,536.06,667,402049.44,930.67,926,925,941,4.85,1,0,0,0,0,0,0,0,0,0,1266.45,1
28.4,80,0,1498.12,50.01,415.69,240,207,415.69,240,207,415.69,240,212,415.69,240,504.77,626,378574.56,876.33,872,870,887,4.92,1,0,0,0,0,0,0,0,0,0,1266.45,1
28.44,80,0,1501,50,416.85,240.67,220,416.56,241,219,416.56,240,224,417.42,241,522.54,663,391908.47,904.67,900,898,916,4.91,1,0,0,0,0,0,0,0,0,0,1266.45,1
28.44,79.94,0,1499.88,49.98,415.69,240,220,415.69,240,219,415.69,240,225,415.69,240,527.81,663,395854.56,916.33,912,909,928,4.88,1,0,0,0,0,0,0,0,0,0,1266.45,1
28.36,79.94,0,1500.38,50.08,416.27,240.33,222,416.56,241,221,415.69,240,225,416.56,240,531.04,668,398276.32,920.67,916,914,932,4.87,1,0,0,0,0,0,0,0,0,0,1266.45,1
28.4,79.94,0,1501,49.94,416.27,240.33,223,416.56,241,223,415.69,240,228,416.56,240,541.42,673,406063.01,938.67,934,932,950,4.9,1,0,0,0,0,0,0,0,0,0,1266.45,1
28.36,79.94,0,1499.5,50.04,415.69,240,222,415.69,240,222,415.69,240,226,415.69,240,539.33,669,404494.56,936.33,932,929,948,4.94,1,0,0,0,0,0,0,0,0,0,1266.45,1
28.36,79.94,0,1503.5,50.02,416.27,240.33,217,416.56,241,216,415.69,240,221,416.56,240,521.81,654,391354.81,904.67,900,898,916,4.93,1,0,0,0,0,0,0,0,0,0,1266.45,1
28.36,79.78,0,1499.88,50.06,416.27,240.33,229,416.56,241,228,415.69,240,232,416.56,240,548.53,688,411396.89,951,947,944,962,4.9,1,0,0,0,0,0,0,0,0,0,1266.4,1
28.44,79.78,0,1499.62,49.93,415.69,240,223,415.69,240,222,415.69,240,226,415.69,240,544.7,672,408529.44,945.67,949,934,954,4.93,1,0,0,0,0,0,0,0,0,0,1266.4,1
28.4,79.72,0,1499,49.97,415.69,240,227,415.69,240,226,415.69,240,230,415.69,240,547.2,682,410400,950,947,943,960,4.92,1,0,0,0,0,0,0,0,0,0,1266.4,1
28.44,79.56,0,1499.25,50.07,415.69,240,227,415.69,240,226,415.69,240,230,415.69,240,548.74,683,411553.44,952.67,953,942,963,4.92,1,0,0,0,0,0,0,0,0,0,1266.4,1
28.44,79.56,0,1500.38,49.99,415.69,240,215,415.69,240,213,415.69,240,217,415.69,240,525.12,645,393841.44,911.67,911,903,921,4.92,1,0,0,0,0,0,0,0,0,0,1266.4,1
28.4,79.5,0,1503,50,417.42,241,226,417.42,241,224,417.42,241,228,417.42,241,533.67,679,400254.25,922.67,922,915,931,4.92,1,0,0,0,0,0,0,0,0,0,1266.4,1
28.4,79.44,0,1500.62,49.96,415.69,240,225,415.69,240,224,415.69,240,228,415.69,240,542.78,677,407086.56,942.33,941,934,952,4.92,1,0,0,0,0,0,0,0,0,0,1266.4,1
28.4,79.33,0,1499.62,50.05,416.85,240.67,219,416.56,241,218,416.56,240,221,417.42,241,526.2,658,394650.67,911,911,904,918,4.96,1,0,0,0,0,0,0,0,0,0,1266.4,1
28.4,79.22,0,1501.88,50.05,417.42,241,215,417.42,241,213,417.42,241,216,417.42,241,517.48,644,388107.85,894.67,893,887,904,4.97,1,0,0,0,0,0,0,0,0,0,1266.35,1
28.36,79.17,0,1501,50,417.42,241,203,417.42,241,201,417.42,241,204,417.42,241,483.16,609,362366.15,835.33,836,829,841,5,1,0,0,0,0,0,0,0,0,0,1266.35,1
28.36,79.11,0,1499,49.95,416.85,240.67,206,416.56,241,205,416.56,240,208,417.42,241,499.25,619,374432.94,864.33,862,856,875,4.97,1,0,0,0,0,0,0,0,0,0,1266.35,1
28.36,79.06,0,1502.38,49.98,416.85,240.67,208,416.56,241,206,416.56,240,209,417.42,241,496.16,622,372123.95,859,859,852,866,4.93,1,0,0,0,0,0,0,0,0,0,1266.35,1
28.4,78.83,0,1498.62,49.98,416.27,240.33,207,415.69,240,202,416.56,240,207,416.56,241,493.94,617,370443.22,856.33,862,843,864,5,1,0,0,0,0,0,0,0,0,0,1266.35,1
28.4,78.67,0,1502.62,50.07,416.85,240.67,206,416.56,241,204,416.56,240,207,417.42,241,492.12,617,369091.51,852,853,844,859,5.01,1,0,0,0,0,0,0,0,0,0,1266.35,1
28.4,78.78,0,1496.38,50.01,415.69,240,198,415.69,240,196,415.69,240,200,415.69,240,485.76,594,364318.56,843.33,843,834,853,5,1,0,0,0,0,0,0,0,0,0,1266.35,1
28.44,78.67,0,1501.25,50.01,416.85,240.67,196,416.56,241,194,416.56,240,197,417.42,241,466.71,586,350030.45,808,809,801,814,5,1,0,0,0,0,0,0,0,0,0,1266.35,1
28.44,78.5,0,1500.75,49.91,415.69,240,205,415.69,240,203,415.69,240,207,415.69,240,490.37,614,367774.56,851.33,849,843,862,5.03,1,0,0,0,0,0,0,0,0,0,1266.3,1
28.44,78.44,0,1500.38,50.01,415.69,240,205,415.69,240,203,415.69,240,206,415.69,240,491.52,614,368638.56,853.33,853,847,860,5.03,1,0,0,0,0,0,0,0,0,0,1266.3,1
28.44,78.33,0,1498.12,49.95,415.69,240,196,415.69,240,194,415.69,240,198,415.69,240,474.24,589,355678.56,823.33,822,815,833,5.03,1,0,0,0,0,0,0,0,0,0,1266.3,1
28.36,78.33,0,1499.5,49.94,415.69,240,193,415.69,240,192,415.69,240,195,415.69,240,471.55,580,353665.44,818.67,818,813,825,5.03,1,0,0,0,0,0,0,0,0,0,1266.3,1
28.4,78.28,0,1499.5,50.02,417.42,241,187,417.42,241,186,417.42,241,190,417.42,241,443.25,563,332433.95,766.33,765,759,775,5.03,1,0,0,0,0,0,0,0,0,0,1266.3,1
28.4,78.28,0,1503.5,49.97,417.42,241,195,417.42,241,193,417.42,241,198,417.42,241,467.73,586,350801.05,808.67,807,801,818,5.03,1,0,0,0,0,0,0,0,0,0,1266.3,1
28.36,78.28,0,1497.88,50.09,415.69,240,188,415.69,240,187,415.69,240,192,415.69,240,460.03,567,345025.44,798.67,796,791,809,5.03,1,0,0,0,0,0,0,0,0,0,1266.3,1
28.4,78.28,0,1500.62,49.98,416.27,240.33,193,415.69,240,188,416.56,240,193,416.56,241,458.75,574,344054.99,795.33,801,783,802,5.03,1,0,0,0,0,0,0,0,0,0,1266.3,1
28.44,78.28,0,1499.62,50.05,416.85,240.67,184,416.56,241,183,416.56,240,188,417.42,241,441.68,555,331259.63,764.67,763,758,773,5.03,1,0,0,0,0,0,0,0,0,0,1266.25,1
28.44,78.28,0,1501.62,49.95,416.85,240.67,187,416.56,241,186,416.56,240,189,417.42,241,449.96,563,337467.47,779,777,773,787,5.01,1,0,0,0,0,0,0,0,0,0,1266.25,1
28.44,78.28,0,1498.12,50.04,415.69,240,181,415.69,240,180,415.69,240,184,415.69,240,442.75,545,332065.44,768.67,767,764,775,5.01,1,0,0,0,0,0,0,0,0,0,1266.25,1
28.44,78.28,0,1499,49.93,415.69,240,181,415.69,240,180,415.69,240,183,415.69,240,434.3,543,325728,754,753,749,760,5.07,1,0,0,0,0,0,0,0,0,0,1266.25,1
28.4,78.28,0,1495.75,50.04,415.69,240,178,415.69,240,177,415.69,240,179,415.69,240,435.65,533,326734.56,756.33,757,754,758,5.03,1,0,0,0,0,0,0,0,0,0,1266.25,1
28.36,78.28,0,1498.12,49.98,416.85,240.67,181,416.56,241,179,416.56,240,180,417.42,241,429.54,540,322162.31,743.67,745,741,745,5.03,1,0,0,0,0,0,0,0,0,0,1266.25,1
28.36,78.44,0,1498.12,50.01,416.85,240.67,173,416.56,241,172,416.56,240,174,417.42,241,411.45,519,308585.63,712.33,715,710,712,5.03,1,0,0,0,0,0,0,0,0,0,1266.25,1
28.36,78.5,0,1498.75,50.01,415.69,240,180,415.69,240,178,415.69,240,179,415.69,240,428.16,537,321118.56,743.33,746,740,744,5.03,1,0,0,0,0,0,0,0,0,0,1266.25,1
28.4,78.56,0,1497.75,49.93,415.69,240,181,415.69,240,179,415.69,240,181,415.69,240,442.18,540,331633.44,767.67,771,763,769,4.98,1,0,0,0,0,0,0,0,0,0,1266.25,1
28.44,78.78,0,1499.88,50,416.85,240.67,180,416.56,241,178,416.56,240,180,417.42,241,432.24,538,324181.05,748.33,751,745,749,5,1,0,0,0,0,0,0,0,0,0,1266.2,1
28.48,78.83,0,1503.62,50.07,417.42,241,193,417.42,241,188,417.42,241,191,417.42,241,445.56,573,334169.15,770.33,774,765,772,4.97,1,0,0,0,0,0,0,0,0,0,1266.2,1
28.44,79.06,0,1498.62,50.05,416.85,240.67,188,416.56,241,186,416.56,240,187,417.42,241,440.71,560,330536.18,763,766,758,765,5.03,1,0,0,0,0,0,0,0,0,0,1266.2,1
28.44,79.06,0,1502.75,50.07,417.42,241,195,417.42,241,194,417.42,241,196,417.42,241,469.08,585,351811.8,811,813,807,813,4.93,1,0,0,0,0,0,0,0,0,0,1266.2,1
28.44,79.11,0,1501.5,50.02,416.85,240.67,195,416.56,241,193,416.56,240,195,417.42,241,460.16,584,345122.22,796.67,799,792,799,4.92,1,0,0,0,0,0,0,0,0,0,1266.2,1
28.44,79.17,0,1499.88,50.01,416.27,240.33,201,415.69,240,199,416.56,240,201,416.56,241,484.9,600,363668.8,840.67,842,836,844,4.96,1,0,0,0,0,0,0,0,0,0,1266.2,1
28.36,79.33,0,1500.12,50,416.27,240.33,205,415.69,240,203,416.56,240,205,416.56,241,492.98,613,369725.11,854.67,855,850,859,4.97,1,0,0,0,0,0,0,0,0,0,1266.2,1
28.36,79.22,0,1497,49.98,415.69,240,209,415.69,240,208,415.69,240,210,415.69,240,500.35,628,375265.44,868.67,868,865,873,4.96,1,0,0,0,0,0,0,0,0,0,1266.2,1
28.4,79.17,0,1501.62,49.97,416.27,240.33,207,415.69,240,206,416.56,240,210,416.56,241,498.94,623,374193.81,865,862,858,875,4.94,1,0,0,0,0,0,0,0,0,0,1266.15,1
28.36,79.06,0,1499.62,50.01,415.69,240,214,415.69,240,213,415.69,240,218,415.69,240,519.36,645,389521.44,901.67,898,895,912,4.96,1,0,0,0,0,0,0,0,0,0,1266.15,1
28.36,78.94,0,1499.5,50.07,417.42,241,219,417.42,241,218,417.42,241,223,417.42,241,521.52,660,391144.45,901.67,896,893,916,4.96,1,0,0,0,0,0,0,0,0,0,1266.15,1
28.4,78.89,0,1499.25,50.02,417.42,241,212,417.42,241,211,417.42,241,216,417.42,241,509.57,639,382177.8,881,877,874,892,4.96,1,0,0,0,0,0,0,0,0,0,1266.15,1
28.4,78.89,0,1499.5,50.09,415.69,240,205,415.69,240,203,415.69,240,208,415.69,240,490.75,616,368064,852,846,844,866,4.94,1,0,0,0,0,0,0,0,0,0,1266.15,1
28.44,78.89,0,1501.62,50,415.69,240,210,415.69,240,209,415.69,240,213,415.69,240,501.31,632,375982.56,870.33,866,864,881,4.97,1,0,0,0,0,0,0,0,0,0,1266.15,1
28.44,78.78,0,1498.75,50.02,415.69,240,210,415.69,240,210,415.69,240,214,415.69,240,505.92,634,379438.56,878.33,872,870,893,4.96,1,0,0,0,0,0,0,0,0,0,1266.15,1
28.44,78.83,0,1499.62,50.03,416.85,240.67,204,416.56,241,203,416.56,240,207,417.42,241,492.51,614,369381.76,852.67,849,845,864,4.94,1,0,0,0,0,0,0,0,0,0,1266.15,1
28.4,78.78,0,1501,50.02,415.69,240,201,415.69,240,200,415.69,240,205,415.69,240,484.42,607,363312,841,836,832,855,4.94,1,0,0,0,0,0,0,0,0,0,1266.1,1
28.4,78.67,0,1501.5,50.08,416.27,240.33,200,415.69,240,198,416.56,240,202,416.56,241,475.1,600,356314.7,823.67,821,816,834,4.97,1,0,0,0,0,0,0,0,0,0,1266.1,1
28.4,78.83,0,1499.5,50.07,415.69,240,187,415.69,240,185,415.69,240,189,415.69,240,451.58,560,338688,784,782,776,794,4.97,1,0,0,0,0,0,0,0,0,0,1266.1,1
28.36,78.94,0,1501.25,50,416.85,240.67,198,416.56,241,195,416.56,240,199,417.42,241,472.1,592,354072.26,817.33,818,810,824,4.94,1,0,0,0,0,0,0,0,0,0,1266.1,1
28.36,78.89,0,1498.62,50.09,415.69,240,201,415.69,240,199,415.69,240,204,415.69,240,482.88,604,362158.56,838.33,837,830,848,4.97,1,0,0,0,0,0,0,0,0,0,1266.1,1
28.4,78.89,0,1501.5,50,417.42,241,206,417.42,241,204,417.42,241,207,417.42,241,485.08,617,363815.05,838.67,840,832,844,4.97,1,0,0,0,0,0,0,0,0,0,1266.1,1
28.36,78.94,0,1501.5,49.9,417.42,241,209,417.42,241,208,417.42,241,211,417.42,241,495.88,628,371909.75,857.33,857,851,864,4.93,1,0,0,0,0,0,0,0,0,0,1266.1,1
28.36,79.06,0,1497.25,50,415.69,240,199,415.69,240,197,415.69,240,199,415.69,240,475.78,595,356832,826,827,821,830,4.96,1,0,0,0,0,0,0,0,0,0,1266.1,1
28.4,79.06,0,1500.75,49.97,415.69,240,201,415.69,240,199,415.69,240,203,415.69,240,484.99,603,363744,842,843,836,847,4.92,1,0,0,0,0,0,0,0,0,0,1266.05,1
28.4,79.11,0,1500.75,49.9,415.69,240,205,415.69,240,203,415.69,240,206,415.69,240,491.9,614,368928,854,856,848,858,4.92,1,0,0,0,0,0,0,0,0,0,1266.05,1
28.4,79.22,0,1499,50.03,415.69,240,202,415.69,240,201,415.69,240,204,415.69,240,487.3,607,365472,846,848,840,850,4.92,1,0,0,0,0,0,0,0,0,0,1266.05,1
28.44,79.33,0,1500.12,49.96,416.85,240.67,201,416.56,241,199,416.56,240,201,417.42,241,482.49,601,361869.97,835.33,838,829,839,4.98,1,0,0,0,0,0,0,0,0,0,1266.05,1
28.44,79.44,0,1497.75,50.04,416.27,240.33,187,415.69,240,185,416.56,240,189,416.56,241,452.6,561,339443.53,784.67,787,779,788,4.97,1,0,0,0,0,0,0,0,0,0,1266.05,1
28.4,79.56,0,1499.88,49.97,416.27,240.33,191,415.69,240,189,416.56,240,191,416.56,241,457.79,571,343336.88,793.67,796,788,797,4.93,1,0,0,0,0,0,0,0,0,0,1266.05,1
28.36,79.67,0,1497.75,50.06,415.69,240,202,415.69,240,201,415.69,240,205,415.69,240,485.18,608,363886.56,842.33,844,837,846,4.96,1,0,0,0,0,0,0,0,0,0,1266.05,1
28.4,79.72,0,1500.75,50,416.85,240.67,204,416.56,241,203,416.56,240,206,417.42,241,489.04,614,366782.52,846.67,845,841,854,4.92,1,0,0,0,0,0,0,0,0,0,1266.05,1
28.36,79.83,0,1498.62,50.03,416.85,240.67,204,416.56,241,203,416.56,240,207,417.42,241,487.88,613,365916.11,844.67,843,838,853,4.91,1,0,0,0,0,0,0,0,0,0,1266,1
28.36,79.94,0,1499.88,49.94,415.69,240,206,415.69,240,205,415.69,240,209,415.69,240,495.55,620,371662.56,860.33,857,854,870,4.88,1,0,0,0,0,0,0,0,0,0,1266,1
28.4,80,0,1498.38,49.99,415.69,240,205,415.69,240,204,415.69,240,208,415.69,240,490.18,616,367632,851,848,845,860,4.92,1,0,0,0,0,0,0,0,0,0,1266,1
28.4,80.06,0,1500.62,49.92,415.69,240,215,415.69,240,215,415.69,240,219,415.69,240,520.51,649,390385.44,903.67,900,898,913,4.9,1,0,0,0,0,0,0,0,0,0,1266,1
28.36,80,0,1499.62,49.92,415.69,240,218,415.69,240,217,415.69,240,221,415.69,240,528.77,657,396576,918,913,912,929,4.88,1,0,0,0,0,0,0,0,0,0,1266,1
28.4,80,0,1501.5,49.96,415.69,240,227,415.69,240,227,415.69,240,231,415.69,240,541.82,685,406369.44,940.67,935,935,952,4.87,1,0,0,0,0,0,0,0,0,0,1266,1
28.44,79.94,0,1494.88,50.02,415.69,240,223,415.69,240,223,415.69,240,228,415.69,240,547.2,675,410400,950,944,944,962,4.93,1,0,0,0,0,0,0,0,0,0,1266,1
28.44,80,0,1501,50.01,415.69,240,209,415.69,240,209,415.69,240,213,415.69,240,502.85,632,377136,873,867,868,884,4.92,1,0,0,0,0,0,0,0,0,0,1266,1
28.48,79.94,0,1503,49.98,417.42,241,220,417.42,241,220,417.42,241,224,417.42,241,523.45,664,392589,905,898,900,917,4.88,1,0,0,0,0,0,0,0,0,0,1265.95,1
28.44,79.83,0,1497,50.02,415.69,240,222,415.69,240,222,415.69,240,225,415.69,240,540.86,668,405648,939,934,935,948,4.88,1,0,0,0,0,0,0,0,0,0,1265.95,1
28.4,79.94,0,1501.5,49.99,415.69,240,224,415.69,240,223,415.69,240,227,415.69,240,540.48,674,405358.56,938.33,934,933,948,4.93,1,0,0,0,0,0,0,0,0,0,1265.95,1
28.36,79.94,0,1500.38,49.95,416.85,240.67,226,416.56,241,225,416.56,240,229,417.42,241,538.71,681,404038.24,932.67,928,925,945,4.94,1,0,0,0,0,0,0,0,0,0,1265.95,1
28.4,79.78,0,1504.12,50.04,417.42,241,227,417.42,241,225,417.42,241,229,417.42,241,523.64,681,392732.15,905.33,903,899,914,4.9,1,0,0,0,0,0,0,0,0,0,1265.95,1
28.36,79.78,0,1501.25,50.07,417.42,241,216,417.42,241,216,417.42,241,219,417.42,241,512.85,652,384637.45,886.67,882,880,898,4.94,1,0,0,0,0,0,0,0,0,0,1265.95,1
28.36,79.78,0,1497.88,50,415.69,240,222,415.69,240,222,415.69,240,225,415.69,240,537.98,669,403488,934,930,928,944,4.93,1,0,0,0,0,0,0,0,0,0,1265.95,1
28.4,79.67,0,1499.62,49.97,417.42,241,228,417.42,241,228,417.42,241,232,417.42,241,542.73,688,407047.55,938.33,932,932,951,4.92,1,0,0,0,0,0,0,0,0,0,1265.95,1
28.36,79.67,0,1495,49.95,415.69,240,228,415.69,240,228,415.69,240,231,415.69,240,550.08,687,412560,955,950,950,965,4.93,1,0,0,0,0,0,0,0,0,0,1265.9,1
28.36,79.5,0,1499.88,50.03,415.69,240,219,415.69,240,219,415.69,240,222,415.69,240,520.32,660,390238.56,903.33,898,897,915,4.97,1,0,0,0,0,0,0,0,0,0,1265.9,1
28.36,79.44,0,1500.38,49.97,415.69,240,212,415.69,240,211,415.69,240,214,415.69,240,513.02,637,384769.44,890.67,889,886,897,4.97,1,0,0,0,0,0,0,0,0,0,1265.9,1
28.36,79.33,0,1499.88,49.93,415.69,240,222,415.69,240,221,415.69,240,224,415.69,240,530.3,668,397729.44,920.67,917,914,931,4.96,1,0,0,0,0,0,0,0,0,0,1265.9,1
28.36,79.33,0,1499.25,50.02,416.27,240.33,215,415.69,240,213,416.56,240,216,416.56,241,515.47,643,386596.28,893.67,894,888,899,4.96,1,0,0,0,0,0,0,0,0,0,1265.9,1
28.4,79.17,0,1502.12,49.98,416.27,240.33,208,415.69,240,206,416.56,240,210,416.56,241,498.55,624,373903.97,864.33,863,857,873,5.01,1,0,0,0,0,0,0,0,0,0,1265.9,1
28.4,78.94,0,1499.62,49.92,415.69,240,207,415.69,240,205,415.69,240,209,415.69,240,498.05,621,373537.44,864.67,864,857,873,4.96,1,0,0,0,0,0,0,0,0,0,1265.9,1
28.4,78.94,0,1499.88,50.06,416.27,240.33,196,415.69,240,194,416.56,240,199,416.56,241,469.72,590,352274.27,814.33,813,805,825,5,1,0,0,0,0,0,0,0,0,0,1265.9,1
28.44,78.89,0,1499.25,49.84,415.69,240,200,415.69,240,198,415.69,240,202,415.69,240,484.42,600,363312,841,841,834,848,4.98,1,0,0,0,0,0,0,0,0,0,1265.9,1
28.44,78.83,0,1498.62,50.03,415.69,240,188,415.69,240,187,415.69,240,192,415.69,240,465.02,567,348766.56,807.33,806,799,817,5.06,1,0,0,0,0,0,0,0,0,0,1265.85,1
28.4,78.67,0,1502.62,49.95,416.27,240.33,193,415.69,240,192,416.56,240,196,416.56,241,462.98,580,347230.23,802.67,802,795,811,5.01,1,0,0,0,0,0,0,0,0,0,1265.85,1
28.44,78.78,0,1500.62,49.92,415.69,240,188,415.69,240,187,415.69,240,192,415.69,240,454.46,567,340848,789,788,781,798,5.01,1,0,0,0,0,0,0,0,0,0,1265.85,1
28.4,78.78,0,1499.25,50,416.27,240.33,181,415.69,240,179,416.56,240,183,416.56,241,431.84,543,323870.15,748.67,749,741,756,5.06,1,0,0,0,0,0,0,0,0,0,1265.85,1
28.36,78.67,0,1501.88,49.93,417.42,241,187,417.42,241,185,417.42,241,190,417.42,241,442.48,563,331857,765,765,757,773,5.03,1,0,0,0,0,0,0,0,0,0,1265.85,1
28.36,78.67,0,1500.62,49.9,416.27,240.33,187,415.69,240,185,416.56,240,189,416.56,241,445.68,561,334252.41,772.67,773,765,780,5.03,1,0,0,0,0,0,0,0,0,0,1265.85,1
28.36,78.67,0,1501,49.99,415.69,240,180,415.69,240,178,415.69,240,183,415.69,240,442.56,542,331918.56,768.33,769,760,776,5.03,1,0,0,0,0,0,0,0,0,0,1265.85,1
28.4,78.78,0,1498.12,49.98,416.27,240.33,180,415.69,240,178,416.56,240,180,416.56,241,431.07,537,323290.47,747.33,748,741,753,5.05,1,0,0,0,0,0,0,0,0,0,1265.85,1
28.4,78.83,0,1501.62,49.97,415.69,240,171,415.69,240,169,415.69,240,173,415.69,240,413.95,513,310465.44,718.67,720,713,723,5.05,1,0,0,0,0,0,0,0,0,0,1265.8,1
28.4,78.78,0,1501.88,49.88,416.27,240.33,186,415.69,240,184,416.56,240,187,416.56,241,443.37,557,332522.03,768.67,769,763,774,5.03,1,0,0,0,0,0,0,0,0,0,1265.8,1
28.44,78.67,0,1499.88,50.06,415.69,240,185,415.69,240,183,415.69,240,186,415.69,240,452.74,554,339552,786,786,781,791,5.01,1,0,0,0,0,0,0,0,0,0,1265.8,1
28.44,78.67,0,1499,49.96,416.85,240.67,186,416.56,241,185,416.56,240,187,417.42,241,446.68,558,335011.2,773.33,773,768,779,5.01,1,0,0,0,0,0,0,0,0,0,1265.8,1
28.44,78.67,0,1500.12,50.02,415.69,240,187,415.69,240,185,415.69,240,188,415.69,240,448.9,560,336670.56,779.33,779,774,785,5.06,1,0,0,0,0,0,0,0,0,0,1265.8,1
28.36,78.67,0,1499,49.98,416.85,240.67,181,416.56,241,180,416.56,240,182,417.42,241,433.2,543,324904.5,750,750,745,755,5.07,1,0,0,0,0,0,0,0,0,0,1265.8,1
28.36,78.61,0,1495.75,50.04,416.27,240.33,182,415.69,240,180,416.56,240,183,416.56,241,437.6,545,328196.09,758.67,759,753,764,5.06,1,0,0,0,0,0,0,0,0,0,1265.8,1
28.4,78.56,0,1500.75,49.93,416.27,240.33,194,415.69,240,192,416.56,240,195,416.56,241,459.33,581,344487.58,796.33,797,791,801,5.01,1,0,0,0,0,0,0,0,0,0,1265.8,1
28.36,78.61,0,1496.38,49.96,415.69,240,192,415.69,240,191,415.69,240,193,415.69,240,464.06,576,348049.44,805.67,807,800,810,5.03,1,0,0,0,0,0,0,0,0,0,1265.75,1
28.36,78.56,0,1500.62,50.02,415.69,240,188,415.69,240,187,415.69,240,189,415.69,240,447.94,564,335953.44,777.67,779,773,781,5.07,1,0,0,0,0,0,0,0,0,0,1265.75,1
28.36,78.56,0,1496.62,49.9,415.69,240,177,415.69,240,175,415.69,240,177,415.69,240,442.56,528,331918.56,768.33,771,763,771,5.05,1,0,0,0,0,0,0,0,0,0,1265.75,1
28.4,78.78,0,1499.62,49.96,415.69,240,171,415.69,240,169,415.69,240,171,415.69,240,410.69,510,308016,713,715,707,717,5.03,1,0,0,0,0,0,0,0,0,0,1265.75,1
28.4,78.78,0,1498.62,49.95,415.69,240,176,415.69,240,175,415.69,240,177,415.69,240,426.43,528,319822.56,740.33,741,734,746,5.01,1,0,0,0,0,0,0,0,0,0,1265.75,1
